1.5031 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
27.0097 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
28.8211 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D992D6F390>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002D992E0CB38>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.8237 	EXP 	window1: mouseVisible = True
28.8237 	EXP 	window1: recordFrameIntervals = False
28.9866 	EXP 	window1: recordFrameIntervals = True
29.1713 	EXP 	window1: recordFrameIntervals = False
29.6130 	EXP 	Created person = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='person', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.4, 0.4]), texRes=128.0, units='height', win=Window(...))
29.7278 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='A  or  D', units='height', win=Window(...), wrapWidth=1)
29.7348 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='GO!', units='height', win=Window(...), wrapWidth=1)
29.7356 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.7368 	EXP 	Created line = Line(__class__=<class 'psychopy.visual.line.Line'>, autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=-6.0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=2.0, name='line', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=array([[-0.35,  0.  ],
       [ 0.35,  0.  ]]), win=Window(...), windingRule=None)
29.7375 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.7422 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.4, 0.4]), texRes=128.0, units='height', win=Window(...))
29.7429 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.7441 	EXP 	Created line_2 = Line(__class__=<class 'psychopy.visual.line.Line'>, autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=2.0, name='line_2', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=array([[-0.35,  0.  ],
       [ 0.35,  0.  ]]), win=Window(...), windingRule=None)
29.7447 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.7905 	EXP 	textbox: autoLog = True
29.7905 	EXP 	textbox: autoDraw = True
37.5946 	DATA 	Keypress: f
37.6116 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
37.6142 	EXP 	New trial (rep=0, index=0): None
37.6822 	EXP 	textbox: autoDraw = False
37.6822 	EXP 	person: pos = array([0.5, 0.1])
37.6822 	EXP 	person: image = 'images/Private_trial.png'
37.6822 	EXP 	text: pos = array([ 0.5, -0.2])
37.6822 	EXP 	text_2: pos = array([ 0.5, -0.3])
37.6822 	EXP 	text_4: pos = array([ 0.5, -0.2])
37.6822 	EXP 	text_4: text = 'action: NA'
37.6822 	EXP 	text_5: pos = array([0.5, 0.4])
37.6822 	EXP 	text_5: text = 'You'
37.6822 	EXP 	line: autoDraw = True
38.1782 	EXP 	person: autoDraw = True
38.1782 	EXP 	text_5: autoDraw = True
39.1775 	EXP 	text: autoDraw = True
39.9265 	EXP 	text_2: autoDraw = True
40.4264 	EXP 	text: autoDraw = False
40.4264 	EXP 	text_2: autoDraw = False
43.0098 	DATA 	Keypress: a
43.0151 	EXP 	person: autoDraw = False
43.0151 	EXP 	text: autoDraw = False
43.0151 	EXP 	text_2: autoDraw = False
43.0151 	EXP 	text_4: autoDraw = False
43.0151 	EXP 	line: autoDraw = False
43.0151 	EXP 	text_5: autoDraw = False
43.0151 	EXP 	image: pos = array([0.5, 0.1])
43.0151 	EXP 	text_3: pos = array([ 0.5, -0.2])
43.0151 	EXP 	text_3: text = 'Rew:-1'
43.0151 	EXP 	text_6: pos = array([0.5, 0.4])
43.0151 	EXP 	text_6: text = 'You'
43.0151 	EXP 	image: autoDraw = True
43.0151 	EXP 	image: image = 'images/Private_trial.png'
43.0151 	EXP 	line_2: autoDraw = True
43.0151 	EXP 	text_6: autoDraw = True
43.0331 	EXP 	image: image = 'images/Private_trial.png'
43.0541 	EXP 	image: image = 'images/Private_trial.png'
43.0768 	EXP 	image: image = 'images/Private_trial.png'
43.0943 	EXP 	image: image = 'images/Private_trial.png'
43.1172 	EXP 	image: image = 'images/Private_trial.png'
43.1419 	EXP 	image: image = 'images/Private_trial.png'
43.1565 	EXP 	image: image = 'images/Private_trial.png'
43.1734 	EXP 	image: image = 'images/Private_trial.png'
